Day,Date,Open,High,Low,Close,Adj Close,Volume
54, 19/3/2020 ,142.770004,150.149994,139,142.710007,139.807312,85922700
55, 20/3/2020 ,146,147.100006,135.860001,137.350006,134.55632,84866200
56, 23/3/2020 ,137.009995,140.570007,132.520004,135.979996,133.214188,78975200
57, 24/3/2020 ,143.75,149.600006,141.270004,148.339996,145.322754,82516700
58, 25/3/2020 ,148.910004,154.330002,144.440002,146.919998,143.931671,75638200
59, 26/3/2020 ,148.399994,156.660004,148.369995,156.110001,152.934753,64568100
60, 27/3/2020 ,151.75,154.889999,149.199997,149.699997,146.655121,57042300
61, 30/3/2020 ,152.440002,160.600006,150.009995,160.229996,156.970932,63420300
62, 31/3/2020 ,159.399994,164.779999,156.559998,157.710007,154.502197,77927200
63, 1/4/2020  ,153,157.75,150.820007,152.110001,149.016113,57969900
64, 2/4/2020  ,151.860001,155.479996,150.360001,155.259995,152.102036,49630700
65, 3/4/2020  ,155.100006,157.380005,152.190002,153.830002,150.701126,41243300
66, 6/4/2020  ,160.320007,166.5,157.580002,165.270004,161.908447,67111700
67, 7/4/2020  ,169.589996,170,163.259995,163.490005,160.164627,62769000
68, 8/4/2020  ,165.669998,166.669998,163.5,165.130005,161.771271,48318200
69, 9/4/2020  ,166.360001,167.369995,163.330002,165.139999,161.781067,51385100
70, 13/4/2020 ,164.350006,165.570007,162.300003,165.509995,162.143555,41905300
71, 14/4/2020 ,169,173.75,168,173.699997,170.166946,52874300
72, 15/4/2020 ,171.199997,173.570007,169.240005,171.880005,168.383987,40940800
73, 16/4/2020 ,174.300003,177.279999,172.899994,177.039993,173.439041,50479600
74, 17/4/2020 ,179.5,180,175.869995,178.600006,174.967316,52765600
75, 20/4/2020 ,176.630005,178.75,174.990005,175.059998,171.499298,36669600
76, 21/4/2020 ,173.5,173.669998,166.110001,167.820007,164.40657,56203700
77, 22/4/2020 ,171.389999,174,170.820007,173.520004,169.990616,34620200
78, 23/4/2020 ,174.110001,175.059998,170.910004,171.419998,167.933365,32790800
79, 24/4/2020 ,172.059998,174.559998,170.710007,174.550003,170.99968,34277600
80, 27/4/2020 ,176.589996,176.899994,173.300003,174.050003,170.509842,33194400
81, 28/4/2020 ,175.589996,175.669998,169.389999,169.809998,166.356094,34392700
82, 29/4/2020 ,173.220001,177.679993,171.880005,177.429993,173.821075,51286600
83, 30/4/2020 ,180,180.399994,176.229996,179.210007,175.564896,53875900
84, 1/5/2020  ,175.800003,178.639999,174.009995,174.570007,171.019287,39370500
85, 4/5/2020  ,174.490005,179,173.800003,178.839996,175.202393,30372900
86, 5/5/2020  ,180.619995,183.649994,179.899994,180.759995,177.083359,36839200
87, 6/5/2020  ,182.080002,184.199997,181.630005,182.539993,178.827164,32139300
88, 7/5/2020  ,184.169998,184.550003,182.580002,183.600006,179.865616,28316000
89, 8/5/2020  ,184.979996,185,183.360001,184.679993,180.923615,30877800
90, 11/5/2020 ,183.149994,187.509995,182.850006,186.740005,182.941742,30892700
91, 12/5/2020 ,186.800003,187.039993,182.300003,182.509995,178.797775,32038200
92, 13/5/2020 ,182.550003,184.050003,176.539993,179.75,176.093887,44711500
93, 14/5/2020 ,177.539993,180.690002,175.679993,180.529999,176.858047,41873900
94, 15/5/2020 ,179.059998,187.059998,177,183.160004,179.43454,46610400
95, 18/5/2020 ,185.75,186.199997,183.960007,184.910004,181.148972,35264500
96, 19/5/2020 ,185.029999,186.600006,183.490005,183.630005,179.894989,26799100
97, 20/5/2020 ,184.809998,185.850006,183.940002,185.660004,182.390259,31261300
98, 21/5/2020 ,185.399994,186.669998,183.289993,183.429993,180.199539,29119500
99, 22/5/2020 ,183.190002,184.460007,182.539993,183.509995,180.278137,20826900
100, 26/5/2020 ,186.339996,186.5,181.100006,181.570007,178.372269,36073600
101, 27/5/2020 ,180.199997,181.990005,176.600006,181.809998,178.608047,39517100
102, 28/5/2020 ,180.740005,184.149994,180.380005,181.399994,178.205276,33810200
103, 29/5/2020 ,182.729996,184.270004,180.410004,183.25,180.02269,42130400
104, 1/6/2020  ,182.539993,183,181.460007,182.830002,179.610092,22622400
105, 2/6/2020  ,184.25,185,181.350006,184.910004,181.653488,30794600
106, 3/6/2020  ,184.820007,185.940002,183.580002,185.360001,182.095551,27311000
107, 4/6/2020  ,184.300003,185.839996,182.300003,182.919998,179.698517,28761800
108, 5/6/2020  ,182.619995,187.729996,182.009995,187.199997,183.903137,39893600
109, 8/6/2020  ,185.940002,188.550003,184.440002,188.360001,185.042725,33211600
110, 9/6/2020  ,188,190.699997,187.259995,189.800003,186.457352,29783900
111, 10/6/2020 ,191.130005,198.520004,191.009995,196.839996,193.373352,43872300
112, 11/6/2020 ,193.130005,195.759995,186.070007,186.270004,182.989532,52854700
113, 12/6/2020 ,190.539993,191.720001,185.179993,187.740005,184.43364,43373600
114, 15/6/2020 ,184.580002,190.820007,184.009995,188.940002,185.612503,32770200
115, 16/6/2020 ,192.889999,195.580002,191.460007,193.570007,190.16095,42556700
116, 17/6/2020 ,195.029999,196.320007,193.690002,194.240005,190.819168,25687800
117, 18/6/2020 ,194,196.490005,194,196.320007,192.862534,23061600
118, 19/6/2020 ,198.589996,199.289993,194.369995,195.149994,191.713135,44441100
119, 22/6/2020 ,195.789993,200.759995,195.229996,200.570007,197.037674,32818900
120, 23/6/2020 ,202.089996,203.949997,201.429993,201.910004,198.354065,30917400
121, 24/6/2020 ,201.600006,203.25,196.559998,197.839996,194.355743,36740600
122, 25/6/2020 ,197.800003,200.610001,195.470001,200.339996,196.811722,27803900
123, 26/6/2020 ,199.729996,199.889999,194.880005,196.330002,192.872345,54675800
124, 29/6/2020 ,195.779999,198.529999,193.550003,198.440002,194.94519,26701600
125, 30/6/2020 ,197.880005,204.399994,197.740005,203.509995,199.925873,34310300
126, 1/7/2020  ,203.139999,206.350006,201.770004,204.699997,201.09491,32061200
127, 2/7/2020  ,205.679993,208.020004,205,206.259995,202.627472,29315800
128, 6/7/2020  ,208.830002,211.130005,208.089996,210.699997,206.989273,31897600
129, 7/7/2020  ,210.449997,214.669998,207.990005,208.25,204.582413,33600700
130, 8/7/2020  ,210.070007,213.259995,208.690002,212.830002,209.081757,33600000
131, 9/7/2020  ,216.330002,216.380005,211.470001,214.320007,210.545517,33121700
132, 10/7/2020 ,213.619995,214.080002,211.080002,213.669998,209.906952,26177600
133, 13/7/2020 ,214.479996,215.800003,206.5,207.070007,203.423203,38135600
134, 14/7/2020 ,206.130005,208.850006,202.029999,208.350006,204.680664,37591800
135, 15/7/2020 ,209.559998,211.330002,205.029999,208.039993,204.376099,32179400
136, 16/7/2020 ,205.399994,205.699997,202.309998,203.919998,200.328659,29940700
137, 17/7/2020 ,204.470001,205.039993,201.389999,202.880005,199.306976,31635300
138, 20/7/2020 ,205,212.300003,203.009995,211.600006,207.873444,36884800
139, 21/7/2020 ,213.660004,213.940002,208.029999,208.75,205.073608,37990400
140, 22/7/2020 ,209.199997,212.300003,208.389999,211.75,208.020767,49605700
141, 23/7/2020 ,207.190002,210.919998,202.149994,202.539993,198.972961,67457000
142, 24/7/2020 ,200.419998,202.860001,197.509995,201.300003,197.754822,39827000
143, 27/7/2020 ,201.470001,203.970001,200.860001,203.850006,200.259918,30160900
144, 28/7/2020 ,203.610001,204.699997,201.740005,202.020004,198.462158,23251400
145, 29/7/2020 ,202.5,204.649994,202.009995,204.059998,200.466202,19632600
146, 30/7/2020 ,201,204.460007,199.570007,203.899994,200.309021,25079600
147, 31/7/2020 ,204.399994,205.100006,199.009995,205.009995,201.39946,51044000
148, 3/8/2020  ,211.520004,217.639999,210.440002,216.539993,212.726395,78983000
149, 4/8/2020  ,214.169998,214.770004,210.309998,213.289993,209.533646,49280100
150, 5/8/2020  ,214.899994,215,211.570007,212.940002,209.189835,28806400
151, 6/8/2020  ,212.339996,216.369995,211.550003,216.350006,212.539795,32656800
152, 7/8/2020  ,214.850006,215.699997,210.929993,212.479996,208.73793,27820400
153, 10/8/2020 ,211.669998,211.880005,206.350006,208.25,204.582413,36716500
154, 11/8/2020 ,207.160004,207.649994,203.139999,203.380005,199.798187,36446500
155, 12/8/2020 ,205.289993,210.279999,204.75,209.190002,205.505859,28013100
156, 13/8/2020 ,209.440002,211.350006,208.149994,208.699997,205.024475,22588900
157, 14/8/2020 ,208.759995,209.589996,207.509995,208.899994,205.220947,17958900
158, 17/8/2020 ,209.600006,211.190002,208.919998,210.279999,206.57666,20184800
159, 18/8/2020 ,210.529999,212.360001,209.210007,211.490005,207.76535,21336200
160, 19/8/2020 ,211.490005,212.100006,209.25,209.699997,206.504852,27627600
161, 20/8/2020 ,209.539993,215,208.910004,214.580002,211.310516,26981500
162, 21/8/2020 ,213.860001,216.25,212.850006,213.020004,209.774261,36249300
163, 24/8/2020 ,214.789993,215.520004,212.429993,213.690002,210.434067,25460100
164, 25/8/2020 ,213.100006,216.610001,213.100006,216.470001,213.171722,23043700
165, 26/8/2020 ,217.880005,222.089996,217.360001,221.149994,217.78038,39600800
166, 27/8/2020 ,222.889999,231.149994,219.399994,226.580002,223.127686,57602200
167, 28/8/2020 ,228.179993,230.639999,226.580002,228.910004,225.422165,26292900
168, 31/8/2020 ,227,228.699997,224.309998,225.529999,222.093658,28774200
169, 1/9/2020  ,225.509995,227.449997,224.429993,227.270004,223.807159,25725500
170, 2/9/2020  ,227.970001,232.860001,227.350006,231.649994,228.120422,34080800
171, 3/9/2020  ,229.270004,229.309998,214.960007,217.300003,213.989044,58400300
172, 4/9/2020  ,215.100006,218.360001,205.190002,214.25,210.985535,59664100
173, 8/9/2020  ,206.5,210.029999,202.199997,202.660004,199.572128,52924300
174, 9/9/2020  ,207.600006,214.839996,206.699997,211.289993,208.070633,45679000
175, 10/9/2020 ,213.399994,214.740005,204.110001,205.369995,202.240845,35461500
176, 11/9/2020 ,207.199997,208.630005,201.240005,204.029999,200.921249,33620100
177, 14/9/2020 ,204.240005,209.199997,204.029999,205.410004,202.280228,30375800
178, 15/9/2020 ,208.419998,209.779999,206.929993,208.779999,205.598877,21823900
179, 16/9/2020 ,210.619995,210.649994,204.639999,205.050003,201.925705,26328100
180, 17/9/2020 ,200.050003,204.330002,199.960007,202.910004,199.818329,34011300
181, 18/9/2020 ,202.800003,203.649994,196.25,200.389999,197.336716,55225300
182, 21/9/2020 ,197.190002,202.710007,196.380005,202.539993,199.453949,39839700
183, 22/9/2020 ,205.059998,208.100006,202.080002,207.419998,204.259613,33517100
184, 23/9/2020 ,207.899994,208.100006,200.029999,200.589996,197.533661,30803800
185, 24/9/2020 ,199.850006,205.570007,199.199997,203.190002,200.09407,31202500
186, 25/9/2020 ,203.550003,209.039993,202.539993,207.820007,204.653503,29437300
187, 28/9/2020 ,210.880005,212.570007,208.059998,209.440002,206.24884,32004900
188, 29/9/2020 ,209.350006,210.070007,206.809998,207.259995,204.102036,24221900
189, 30/9/2020 ,207.729996,211.979996,206.539993,210.330002,207.125275,33829100
